화재발생년월일,시도,시군구,인명피해소계,사망,부상,재산피해소계,부동산,동산,장소대분류,장소중분류,장소소분류
2018-01-02 12:31,전라북도,정읍시,0,0,0,4907,3847,1060,주거,단독주택,단독주택
2018-01-02 12:48,전라남도,해남군,0,0,0,2137,1829,308,산업시설,창고시설,"창고, 물품저장소"
2018-01-02 12:57,경기도,동두천시,0,0,0,34867,30201,4666,주거,단독주택,단독주택
2018-01-02 13:00,충청남도,공주시,0,0,0,39,0,39,기타,야외,기타야외
2018-01-02 13:07,경기도,성남시중원구,0,0,0,125,125,0,주거,공동주택,다세대주택
2018-01-02 13:08,광주광역시,광산구,0,0,0,40754,28672,12082,주거,공동주택,아파트
2018-01-02 13:08,경상북도,경주시,0,0,0,220,0,220,"자동차,철도차량",자동차,기타 승합자동차
2018-01-02 13:20,경상북도,칠곡군,0,0,0,21,16,5,주거,단독주택,단독주택
2018-01-02 13:42,경상남도,사천시,0,0,0,822,822,0,생활서비스,음식점,"커피숍,다방,카페(휴게)"
2018-01-02 13:43,경기도,성남시수정구,0,0,0,183,0,183,주거,단독주택,다가구주택
2018-01-02 13:46,경상남도,양산시,0,0,0,485,298,187,교육시설,학교,고등학교
2018-01-02 13:46,전라남도,해남군,0,0,0,1650,0,1650,"자동차,철도차량",자동차,화물자동차
2018-01-02 14:07,서울특별시,종로구,0,0,0,227,90,137,생활서비스,음식점,한식
2018-01-02 14:07,경기도,안성시,0,0,0,28267,24951,3316,주거,단독주택,단독주택
2018-01-02 14:23,경기도,성남시수정구,0,0,0,605,0,605,기타,야외,기타야외
2018-01-02 14:25,충청북도,청주시흥덕구,0,0,0,3,0,3,주거,단독주택,다가구주택
2018-01-02 14:35,울산광역시,동구,0,0,0,180,0,180,생활서비스,음식점,분식
2018-01-02 15:00,광주광역시,광산구,0,0,0,3300,0,3300,"자동차,철도차량",건설기계,굴삭기
2018-01-02 15:20,부산광역시,부산진구,0,0,0,11,0,11,주거,단독주택,단독주택
2018-01-02 15:58,경상북도,고령군,0,0,0,146,0,146,주거,단독주택,단독주택
2018-01-02 16:42,인천광역시,중구,0,0,0,361,339,22,기타,야외,기타야외
2018-01-02 16:57,경상남도,창원시 의창구,0,0,0,24,0,24,생활서비스,음식점,일반주점
2018-01-02 17:03,경상북도,경주시,0,0,0,580,129,451,산업시설,동식물시설,버섯재배사
2018-01-02 17:19,제주특별자치도,서귀포시,0,0,0,8688,7896,792,운수자동차시설,자동차시설,"자동차검사장, 매매장, 부속상, 정비공장"
2018-01-02 17:25,경기도,평택시,0,0,0,9145,8311,834,주거,단독주택,단독주택
2018-01-02 17:35,경상남도,밀양시,0,0,0,0,,,기타,야외,기타야외
2018-01-02 17:51,인천광역시,남동구,0,0,0,13826,8046,5780,주거,단독주택,다가구주택
2018-01-02 17:53,인천광역시,서구,0,0,0,720,429,291,생활서비스,일상서비스,일반상점
2018-01-02 17:57,경기도,광명시,0,0,0,8622,5931,2691,주거,공동주택,연립주택
2018-01-02 18:07,인천광역시,서구,0,0,0,165,0,165,기타,야외,공터
2018-01-02 18:07,서울특별시,영등포구,0,0,0,106,55,51,주거,단독주택,단독주택
2018-01-02 18:13,충청남도,금산군,0,0,0,13,0,13,기타,야외,기타야외
2018-01-02 18:17,경상남도,창원시 성산구,0,0,0,53,0,53,"판매,업무시설",판매시설,상가빌딩
2018-01-02 18:30,충청남도,논산시,0,0,0,322,11,311,생활서비스,음식점,호프집
2018-01-02 18:30,경상북도,경산시,0,0,0,2189,832,1357,산업시설,창고시설,"창고, 물품저장소"
2018-01-02 18:50,대전광역시,유성구,0,0,0,111,72,39,주거,공동주택,아파트
2018-01-02 18:52,경상남도,창원시 성산구,0,0,0,1342,304,1038,주거,공동주택,아파트
2018-01-02 19:34,제주특별자치도,제주시,0,0,0,1908,1219,689,산업시설,창고시설,"창고, 물품저장소"
2018-01-02 19:35,경상남도,양산시,0,0,0,0,,,기타,야외,쓰레기
2018-01-02 20:01,부산광역시,남구,0,0,0,50,0,50,기타,야외,기타야외
2018-01-02 20:14,강원도,원주시,0,0,0,0,,,임야,산불,사유림
2018-01-02 20:20,경기도,고양시일산동구,0,0,0,340,146,194,주거,단독주택,다가구주택
2018-01-02 20:21,강원도,동해시,0,0,0,0,,,기타,야외,기타야외
2018-01-02 20:33,전라북도,군산시,0,0,0,2909,2772,137,산업시설,창고시설,"창고, 물품저장소"
2018-01-02 20:38,충청남도,당진시,0,0,0,24571,23776,795,주거,공동주택,기타 공동주택
2018-01-02 21:24,충청남도,천안시서북구,0,0,0,151,151,0,주거,단독주택,기타 단독주택
2018-01-02 21:33,경기도,평택시,0,0,0,28723,17171,11552,생활서비스,오락시설,노래연습장
2018-01-02 21:40,서울특별시,관악구,0,0,0,272,0,272,기타,도로,가로등
2018-01-02 21:53,충청북도,충주시,0,0,0,771,0,771,교육시설,학교,대학교
2018-01-02 21:58,경기도,성남시수정구,0,0,0,4057,2006,2051,생활서비스,음식점,중식
2018-01-02 22:04,경상남도,양산시,0,0,0,1690,303,1387,주거,기타주택,비닐하우스
2018-01-02 22:12,서울특별시,강서구,0,0,0,0,0,0,임야,산불,공유림
2018-01-02 22:12,서울특별시,양천구,0,0,0,30,0,30,주거,공동주택,연립주택
2018-01-02 22:15,경상북도,상주시,0,0,0,825,0,825,"자동차,철도차량",자동차,승용자동차
2018-01-02 22:36,충청북도,단양군,0,0,0,20841,5009,15832,산업시설,동식물시설,우사
2018-01-02 22:36,경상남도,양산시,0,0,0,481,0,481,집합시설,공연장,극장
2018-01-02 22:40,경상북도,김천시,0,0,0,651,651,0,주거,공동주택,아파트
2018-01-02 23:14,부산광역시,부산진구,0,0,0,0,,,기타,야외,쓰레기
2018-01-02 23:20,경상남도,김해시,0,0,0,132,0,132,기타,야외,기타야외
2018-01-02 23:26,충청남도,보령시,0,0,0,703,567,136,주거,단독주택,단독주택
2018-01-02 23:39,경기도,시흥시,0,0,0,28,0,28,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2018-01-02 23:40,충청남도,태안군,0,0,0,987,547,440,기타서비스,기타건축물,기타 건축물
2018-01-02 23:57,인천광역시,옹진군,0,0,0,3313,1355,1958,산업시설,발전시설,"발전소(수력, 화력)"
2018-01-03 00:08,서울특별시,서초구,0,0,0,360,129,231,주거,공동주택,아파트
2018-01-03 00:47,서울특별시,마포구,0,0,0,20,0,20,기타,야외,쓰레기
2018-01-03 00:57,서울특별시,송파구,0,0,0,46,0,46,생활서비스,음식점,한식
2018-01-03 01:02,경상북도,칠곡군,0,0,0,20226,1966,18260,산업시설,위생시설,폐기물재활용시설
2018-01-03 01:10,충청남도,예산군,0,0,0,103304,84274,19030,산업시설,창고시설,"창고, 물품저장소"
2018-01-03 01:34,인천광역시,서구,0,0,0,1926,609,1317,기타서비스,기타건축물,기타 건축물
2018-01-03 02:10,광주광역시,광산구,0,0,0,3505,2328,1177,산업시설,동식물시설,농예용 온실
2018-01-03 02:15,경상남도,창원시 의창구,0,0,0,584,96,488,주거,공동주택,아파트
2018-01-03 02:26,경기도,부천시,0,0,0,10640,0,10640,산업시설,공장시설,금속기계 및 기구공업
2018-01-03 02:40,서울특별시,구로구,0,0,0,30,0,30,주거,단독주택,다가구주택
2018-01-03 02:42,경기도,화성시,0,0,0,748608,15359,733249,산업시설,공장시설,금속기계 및 기구공업
2018-01-03 02:43,부산광역시,동구,0,0,0,11,0,11,주거,공동주택,아파트
2018-01-03 03:02,서울특별시,강남구,0,0,0,17262,10329,6933,"판매,업무시설",일반업무,오피스텔
2018-01-03 03:19,서울특별시,송파구,0,0,0,277,68,209,"판매,업무시설",일반업무,일반빌딩
2018-01-03 03:28,서울특별시,관악구,0,0,0,124,20,104,"판매,업무시설",판매시설,전통시장
2018-01-03 04:04,서울특별시,중랑구,0,0,0,7998,4768,3230,주거,공동주택,다세대주택
2018-01-03 04:08,경상남도,김해시,0,0,0,0,,,기타,야외,야적장
2018-01-03 04:13,경상남도,양산시,0,0,0,13973,4293,9680,주거,단독주택,다중주택
2018-01-03 04:23,경상북도,예천군,0,0,0,20915,11443,9472,산업시설,창고시설,"창고, 물품저장소"
2018-01-03 04:27,경상남도,의령군,0,0,0,196,0,196,임야,들불,숲
2018-01-03 04:32,경기도,김포시,0,0,0,51989,35135,16854,산업시설,공장시설,그 밖의 공업
2018-01-03 04:34,전라북도,완주군,0,0,0,3597,2209,1388,주거,단독주택,단독주택
2018-01-03 04:45,서울특별시,종로구,0,0,0,156,156,0,주거,공동주택,아파트
2018-01-03 04:55,전라북도,군산시,0,0,0,3908,350,3558,산업시설,공장시설,제재 및 목공업
2018-01-03 05:11,경기도,광주시,0,0,0,895,427,468,주거,단독주택,단독주택
2018-01-03 06:01,광주광역시,서구,0,0,0,6470,3008,3462,생활서비스,음식점,"치킨,족발(휴게)"
2018-01-03 06:36,경상남도,창원시 마산합포구,0,0,0,0,,,임야,들불,들판
2018-01-03 06:36,경상북도,성주군,0,0,0,2200,0,2200,"자동차,철도차량",건설기계,굴삭기
2018-01-03 06:55,전라북도,김제시,0,0,0,535,108,427,운수자동차시설,자동차시설,"자동차검사장, 매매장, 부속상, 정비공장"
2018-01-03 07:04,전라북도,남원시,0,0,0,550,0,550,기타,야외,기타야외
2018-01-03 07:07,경기도,광명시,1,1,0,1490,1075,415,주거,단독주택,단독주택
2018-01-03 07:09,전라남도,곡성군,0,0,0,13252,4202,9050,산업시설,창고시설,기타 창고
2018-01-03 07:26,경기도,부천시,0,0,0,4419,1905,2514,산업시설,작업장,"고철처리소, 고물상"
2018-01-03 07:54,전라북도,군산시,0,0,0,75,0,75,기타,야외,쓰레기
2018-01-03 08:05,인천광역시,중구,2,0,2,161182,64104,97078,생활서비스,일상서비스,철물점
2018-01-03 08:22,충청남도,천안시서북구,0,0,0,1870,0,1870,주거,공동주택,아파트
2018-01-03 08:37,서울특별시,금천구,0,0,0,451,0,451,산업시설,창고시설,"창고, 물품저장소"
2018-01-03 08:39,경상남도,사천시,0,0,0,2827,1692,1135,주거,단독주택,단독주택
2018-01-03 08:47,강원도,정선군,0,0,0,238,238,0,산업시설,창고시설,기타 창고
2018-01-03 08:51,서울특별시,마포구,0,0,0,201,77,124,주거,공동주택,아파트
2018-01-03 08:53,경상북도,청도군,0,0,0,23689,18216,5473,주거,단독주택,단독주택
2018-01-03 08:54,서울특별시,성북구,0,0,0,149,0,149,생활서비스,음식점,횟집
2018-01-03 08:57,인천광역시,남동구,0,0,0,703,488,215,주거,공동주택,아파트
2018-01-03 09:00,대구광역시,서구,0,0,0,4726,753,3973,생활서비스,음식점,중식
2018-01-03 09:01,전라북도,남원시,0,0,0,145,145,0,기타서비스,기타건축물,기타 건축물
2018-01-03 09:11,경기도,과천시,2,0,2,25871,3042,22829,주거,기타주택,비닐하우스
2018-01-03 09:24,서울특별시,송파구,0,0,0,53,0,53,기타,야외,기타야외
2018-01-03 09:25,전라남도,구례군,0,0,0,325,325,0,산업시설,창고시설,기타 창고
2018-01-03 09:34,강원도,동해시,1,0,1,2695,0,2695,주거,공동주택,아파트
2018-01-03 09:43,전라북도,부안군,0,0,0,528,377,151,산업시설,공장시설,그 밖의 공업
2018-01-03 09:47,부산광역시,강서구,0,0,0,4987,4767,220,산업시설,공장시설,"전기, 전자공업"
2018-01-03 09:51,경상북도,구미시,0,0,0,466,466,0,집합시설,종교시설,교회
2018-01-03 09:58,경기도,수원시권선구,0,0,0,112,0,112,주거,공동주택,다세대주택
2018-01-03 10:04,경기도,안산시단원구,1,0,1,35344,34873,471,주거,공동주택,아파트
2018-01-03 10:09,경기도,광주시,0,0,0,2261,360,1901,기타서비스,기타건축물,기타 건축물
2018-01-03 10:14,강원도,양양군,0,0,0,0,,,기타,야외,공터
