일시,시도,시_군_구,화재유형,발화열원대분류,발화열원소분류,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,인명피해(명)소계,사망,부상,재산피해소계,장소대분류,장소중분류,장소소분류
2024-01-01 05:10:00,경상남도,진주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,2193,산업시설,창고시설,"창고, 물품저장소"
2024-01-01 05:12:00,강원특별자치도,홍천군,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",전기적 요인,기타(전기적요인),"침구,직물류","이불(베개,시트)",0,0,0,42893,산업시설,동식물시설,기타 동식물시설
2024-01-01 05:22:00,경상북도,경산시,기타(쓰레기 화재등),"마찰, 전도, 복사","화염 전도,복사열",부주의,기타(부주의),"침구,직물류","이불(베개,시트)",0,0,0,26,기타,야외,쓰레기
2024-01-01 05:27:00,경상북도,울진군,"건축,구조물",미상,미상,미상,미상,미상,미상,3,2,1,29800,주거,공동주택,연립주택
2024-01-01 06:22:00,경기도,포천시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 내부배선",0,0,0,302,기타,야외,기타야외
2024-01-01 07:57:00,경상북도,구미시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,313,주거,단독주택,단독주택
2024-01-01 08:01:00,경기도,성남시수정구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",0,0,0,108,주거,단독주택,다가구주택
2024-01-01 08:31:00,인천광역시,동구,"자동차,철도차량",기타,기타,기타,기타,기타,기타,0,0,0,1974,"자동차,철도차량",자동차,화물자동차
2024-01-01 08:31:00,인천광역시,부평구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",0,0,0,3215,"의료,복지시설",노유자시설,경로당
2024-01-01 08:38:00,서울특별시,강남구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","전기,전자","작동장치(모터, 히터, 램프 등)",0,0,0,319,생활서비스,음식점,횟집
2024-01-01 09:10:00,전라남도,장흥군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,1735,산업시설,창고시설,"창고, 물품저장소"
2024-01-01 09:28:00,경상북도,경주시,임야,미상,미상,미상,미상,미상,미상,0,0,0,39,임야,산불,공유림
2024-01-01 09:42:00,서울특별시,광진구,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,기타(부주의),"침구,직물류",의류,0,0,0,217,주거,단독주택,다가구주택
2024-01-01 10:06:00,서울특별시,광진구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,101,주거,단독주택,단독주택
2024-01-01 10:07:00,인천광역시,서구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 내부배선",0,0,0,2435,산업시설,공장시설,금속기계 및 기구공업
2024-01-01 10:12:00,부산광역시,수영구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,생활서비스,음식점,일식
2024-01-01 10:27:00,서울특별시,영등포구,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",미상,미상,0,0,0,4400,"자동차,철도차량",자동차,승용자동차
2024-01-01 11:20:00,강원특별자치도,강릉시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,1020,주거,단독주택,단독주택
2024-01-01 11:21:00,서울특별시,종로구,"자동차,철도차량",기타,기타,전기적 요인,미확인단락,"자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)",0,0,0,50789,"자동차,철도차량",자동차,승용자동차
2024-01-01 11:24:00,경상남도,통영시,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등",건초,0,0,0,27,기타,야외,기타야외
2024-01-01 11:31:00,경상북도,구미시,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,음식물 조리중,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2024-01-01 11:44:00,경상북도,구미시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"침구,직물류","이불(베개,시트)",0,0,0,2003,주거,공동주택,연립주택
2024-01-01 11:59:00,전북특별자치도,익산시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전자기기 부속품,0,0,0,24,주거,공동주택,아파트
2024-01-01 12:39:00,전라남도,순천시,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",전기적 요인,접촉불량에 의한 단락,"자동차,철도차량,선박,항공기",좌석시트,0,0,0,550,"자동차,철도차량",자동차,화물자동차
2024-01-01 13:05:00,강원특별자치도,원주시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,100,주거,공동주택,아파트
2024-01-01 13:16:00,부산광역시,북구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,주거,공동주택,아파트
2024-01-01 13:32:00,서울특별시,강동구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,기타(부주의),위험물등,기타(위험물등),0,0,0,159,주거,단독주택,기타 단독주택
2024-01-01 13:33:00,경기도,시흥시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"오일,연료누설",식품,튀김유,0,0,0,317,생활서비스,음식점,"치킨,족발"
2024-01-01 13:49:00,전라남도,장흥군,기타(쓰레기 화재등),"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2024-01-01 14:11:00,강원특별자치도,원주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,41310,주거,단독주택,단독주택
2024-01-01 14:21:00,서울특별시,강서구,"자동차,철도차량",작동기기,전기적 아크(단락),미상,미상,"자동차,철도차량,선박,항공기",전기배선,0,0,0,1450,"자동차,철도차량",자동차,승용자동차
2024-01-01 15:00:00,충청남도,서산시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,기타(부주의),"전기,전자",전선피복,0,0,0,572,주거,단독주택,단독주택
2024-01-01 15:06:00,경상북도,고령군,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,"과열, 과부하",합성수지,합성고무(타이어),0,0,0,11,"자동차,철도차량",자동차,화물자동차
2024-01-01 15:18:00,전북특별자치도,완주군,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,29932,주거,단독주택,단독주택
2024-01-01 15:21:00,대구광역시,북구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,253,산업시설,공장시설,화학공업
2024-01-01 15:27:00,전라남도,목포시,"건축,구조물","담뱃불, 라이터불",촛불,부주의,기타(부주의),쓰레기류,기타 쓰레기,0,0,0,730,"의료,복지시설",노유자시설,노인복지시설
2024-01-01 15:40:00,경기도,남양주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,"전기,전자",전선피복,0,0,0,9047,교육시설,학교,고등학교
2024-01-01 15:41:00,제주특별자치도,서귀포시,기타(쓰레기 화재등),작동기기,기타(작동기기),기계적 요인,"오일,연료누설",위험물등,가솔린,0,0,0,332,기타,야외,기타야외
2024-01-01 16:01:00,경기도,용인시처인구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,4193,기타서비스,기타건축물,기타 건축물
2024-01-01 16:07:00,경기도,평택시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",오일류,0,0,0,19800,"자동차,철도차량",자동차,화물자동차
2024-01-01 16:09:00,경상북도,김천시,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,0,0,0,5632,기타서비스,기타건축물,기타 건축물
2024-01-01 16:27:00,충청남도,공주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,68,생활서비스,음식점,"커피숍,다방,카페"
2024-01-01 17:22:00,충청북도,청주시 서원구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,6602,생활서비스,일상서비스,기타 일상서비스
2024-01-01 17:29:00,전라남도,보성군,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,0,0,0,55,기타,야외,기타야외
2024-01-01 17:32:00,경상남도,산청군,"건축,구조물",작동기기,전기적 아크(단락),기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 내부배선",0,0,0,135,기타서비스,기타건축물,공중화장실
2024-01-01 17:35:00,전라남도,여수시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,146,기타,야외,쓰레기
2024-01-01 17:59:00,충청남도,당진시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,발포폴리스티렌,0,0,0,11570,운수자동차시설,자동차시설,"세차장, 폐차장"
2024-01-01 18:24:00,전라남도,장흥군,기타(쓰레기 화재등),"불꽃, 불티",굴뚝(연통) 아궁이,부주의,음식물 조리중,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,14,기타,야외,기타야외
2024-01-01 18:35:00,경기도,의왕시,기타(쓰레기 화재등),작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,170,기타,도로,기타도로
2024-01-01 18:58:00,경기도,안양시만안구,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,가구,"침대, 매트리스",0,0,0,12505,주거,공동주택,연립주택
2024-01-01 19:12:00,대구광역시,서구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",종이,0,0,0,556,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당)
2024-01-01 19:18:00,부산광역시,기장군,"건축,구조물",미상,미상,미상,미상,"종이,목재,건초등","목재, 합판",0,0,0,535,산업시설,창고시설,"창고, 물품저장소"
2024-01-01 19:21:00,경기도,안성시,"건축,구조물","폭발물, 폭죽",폭죽,부주의,폭죽놀이,"종이,목재,건초등","목재, 합판",0,0,0,352,기타서비스,기타건축물,기타 건축물
2024-01-01 19:22:00,부산광역시,동래구,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",부주의,불장난,"종이,목재,건초등",종이,0,0,0,0,주거,공동주택,아파트
2024-01-01 19:23:00,경상남도,창원시 진해구,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,0,0,0,1403,주거,단독주택,단독주택
2024-01-01 19:32:00,강원특별자치도,철원군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",0,0,0,3742,주거,기타주택,비닐하우스
2024-01-01 19:50:00,경상남도,양산시,"건축,구조물","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,132,주거,단독주택,단독주택
2024-01-01 19:51:00,전라남도,무안군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,8858,기타서비스,기타건축물,기타 건축물
2024-01-01 20:10:00,부산광역시,부산진구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,음식물,0,0,0,0,주거,공동주택,아파트
2024-01-01 20:41:00,강원특별자치도,평창군,"건축,구조물",미상,미상,가스누출(폭발),가스누출(폭발),가연성가스,프로판가스,5,0,5,2142307,기타서비스,기타건축물,기타 건축물
2024-01-01 20:42:00,경기도,안양시동안구,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류",의류,0,0,0,8896,주거,공동주택,아파트
2024-01-01 21:02:00,제주특별자치도,서귀포시,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,101,기타,야외,기타야외
2024-01-01 21:04:00,경상북도,영천시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,6427,산업시설,창고시설,기타 창고
2024-01-01 21:11:00,강원특별자치도,원주시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,73,주거,단독주택,기타 단독주택
2024-01-01 21:13:00,경기도,광명시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,반단선,"전기,전자",전선피복,0,0,0,2620,"판매,업무시설",판매시설,상가빌딩
2024-01-01 21:51:00,서울특별시,강서구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,120,주거,공동주택,다세대주택
2024-01-01 22:09:00,제주특별자치도,서귀포시,"자동차,철도차량","불꽃, 불티","모닥불, 연탄, 숯",방화,방화,"자동차,철도차량,선박,항공기",좌석시트,1,0,1,15400,"자동차,철도차량",자동차,승용자동차
2024-01-01 22:13:00,충청남도,천안시동남구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,1701,산업시설,창고시설,"창고, 물품저장소"
2024-01-01 22:15:00,경상남도,창원시 성산구,"자동차,철도차량",기타,기타,기계적 요인,"오일,연료누설",위험물등,기타 제4류 위험물,0,0,0,9760,"자동차,철도차량",자동차,승용자동차
2024-01-01 22:24:00,경기도,여주시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,60681,산업시설,공장시설,식료품공업
2024-01-01 23:18:00,경상북도,안동시,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,17593,산업시설,동식물시설,기타 동식물시설
2024-01-01 23:28:00,인천광역시,서구,"건축,구조물","불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),쓰레기류,기타 쓰레기,0,0,0,21147,산업시설,위생시설,폐기물재활용시설
2024-01-01 23:54:00,서울특별시,마포구,"건축,구조물",작동기기,기타(작동기기),전기적 요인,기타(전기적요인),"전기,전자","전기, 전자기기 기판",0,0,0,44,생활서비스,일상서비스,사진관
2024-01-01 23:56:00,부산광역시,영도구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",가스누출(폭발),가스누출(폭발),가연성가스,프로판가스,2,0,2,23969,주거,공동주택,아파트
2024-01-02 00:08:00,전라남도,장흥군,"자동차,철도차량",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,0,"자동차,철도차량",자동차,오토바이
2024-01-02 00:22:00,강원특별자치도,홍천군,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,1837,주거,단독주택,단독주택
2024-01-02 00:36:00,부산광역시,금정구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,음식물 조리중,식품,기타(식품),0,0,0,0,주거,공동주택,주상복합아파트
2024-01-02 01:14:00,경기도,용인시처인구,"건축,구조물",미상,미상,미상,미상,"종이,목재,건초등",종이,0,0,0,29859,생활서비스,음식점,한식(휴게)
2024-01-02 01:37:00,충청남도,천안시서북구,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",교통사고,교통사고,"자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)",0,0,0,11000,"자동차,철도차량",자동차,승용자동차
2024-01-02 02:15:00,부산광역시,사하구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,0,0,0,0,기타,야외,쓰레기
2024-01-02 02:16:00,제주특별자치도,서귀포시,기타(쓰레기 화재등),"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","목재, 합판",0,0,0,561,기타,야외,야적장
2024-01-02 02:55:00,경기도,고양시덕양구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 기판",0,0,0,13444,기타서비스,기타건축물,기타 건축물
2024-01-02 04:04:00,전라남도,장흥군,"자동차,철도차량","마찰, 전도, 복사","마찰열,마찰 스파크",기계적 요인,기타(기계적요인),"자동차,철도차량,선박,항공기",타이어,0,0,0,5775,"자동차,철도차량",자동차,특수자동차
2024-01-02 04:53:00,경기도,평택시,기타(쓰레기 화재등),작동기기,"기기 전도,복사열,기기발열",기계적 요인,"과열, 과부하",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,1971,기타,야외,기타야외
2024-01-02 05:45:00,경상남도,창원시 진해구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,0,0,0,134,주거,단독주택,다가구주택
2024-01-02 05:51:00,대구광역시,달서구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,1896789,산업시설,공장시설,그 밖의 공업
2024-01-02 05:59:00,경기도,구리시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,11,주거,공동주택,아파트
2024-01-02 06:03:00,서울특별시,성동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"종이,목재,건초등","기타(종이,목재,건초등)",0,0,0,13106,산업시설,공장시설,그 밖의 공업
2024-01-02 06:06:00,경기도,오산시,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류","기타(침구,직물류)",0,0,0,1214,주거,공동주택,다세대주택
2024-01-02 06:15:00,경기도,구리시,"건축,구조물","담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,0,0,0,11,기타서비스,기타건축물,공중화장실
2024-01-02 06:32:00,강원특별자치도,춘천시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,1094,"판매,업무시설",일반업무,일반회사
2024-01-02 06:39:00,경기도,군포시,"건축,구조물","담뱃불, 라이터불","라이터불, 성냥불",방화,방화,"종이,목재,건초등",종이,0,0,0,6118,주거,공동주택,다세대주택
2024-01-02 06:52:00,경기도,용인시처인구,"건축,구조물",미상,미상,미상,미상,미상,미상,0,0,0,37255,산업시설,동식물시설,돈사
2024-01-02 07:15:00,경기도,군포시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자","전기, 전자기기 기판",16,1,15,96911,주거,공동주택,아파트
2024-01-02 07:16:00,경기도,용인시기흥구,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",교통사고,교통사고,"자동차,철도차량,선박,항공기",오일류,0,0,0,11440,"자동차,철도차량",자동차,승용자동차
2024-01-02 07:37:00,경상남도,창원시 마산회원구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,3612,생활서비스,음식점,한식
2024-01-02 07:53:00,경기도,하남시,"자동차,철도차량",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,0,0,0,10560,"자동차,철도차량",자동차,화물자동차
2024-01-02 07:59:00,서울특별시,강북구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전자기기 부속품,0,0,0,103,주거,공동주택,다세대주택
2024-01-02 08:03:00,경상북도,울진군,"건축,구조물",미상,미상,부주의,담배꽁초,미상,미상,1,1,0,956,주거,단독주택,단독주택
2024-01-02 08:09:00,광주광역시,서구,"건축,구조물",작동기기,전기적 아크(단락),제품결함,기타(제품결함),"전기,전자",전자기기 부속품,0,0,0,1068,주거,공동주택,아파트
2024-01-02 09:36:00,전북특별자치도,전주시완산구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",기계적 요인,"과열, 과부하","전기,전자","전기, 전자기기 케이스",0,0,0,16,"의료,복지시설",의료시설,한의원
2024-01-02 10:05:00,경기도,오산시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,148,"의료,복지시설",의료시설,의원
2024-01-02 10:07:00,경상남도,창원시 마산회원구,기타(쓰레기 화재등),"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,쓰레기류,폐목재,0,0,0,28,기타,야외,쓰레기
2024-01-02 10:13:00,충청북도,진천군,"자동차,철도차량","담뱃불, 라이터불","기타(담뱃불,라이터불)",방화의심,방화의심,미상,미상,1,1,0,18700,"자동차,철도차량",자동차,승용자동차
2024-01-02 10:18:00,경기도,화성시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,미확인단락,"전기,전자",전선피복,0,0,0,29880,산업시설,공장시설,그 밖의 공업
2024-01-02 10:50:00,전라남도,화순군,"건축,구조물","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,2883,기타서비스,기타건축물,기타 건축물
2024-01-02 10:51:00,경기도,화성시,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,0,0,0,435,"의료,복지시설",의료시설,약국
2024-01-02 10:54:00,경기도,안양시동안구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",부주의,"기기(전기, 기계 등) 사용.설치부주의","침구,직물류","이불(베개,시트)",0,0,0,275,주거,공동주택,아파트
2024-01-02 10:59:00,경상남도,함양군,"건축,구조물",기타,기타,부주의,음식물 조리중,식품,튀김유,0,0,0,2977,산업시설,작업장,기타 작업장
2024-01-02 11:00:00,서울특별시,관악구,"건축,구조물",작동기기,"불꽃, 스파크, 정전기",부주의,"기기(전기, 기계 등) 사용.설치부주의",가연성가스,천연가스,1,0,1,107,주거,공동주택,다세대주택
2024-01-02 11:03:00,광주광역시,북구,"자동차,철도차량",작동기기,전기적 아크(단락),기계적 요인,노후,"자동차,철도차량,선박,항공기",부품,0,0,0,4127,"자동차,철도차량",자동차,승용자동차
2024-01-02 11:19:00,서울특별시,강동구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,81,주거,공동주택,아파트
2024-01-02 11:26:00,대전광역시,대덕구,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,430,기타,야외,쓰레기
2024-01-02 11:37:00,광주광역시,광산구,"건축,구조물",작동기기,"기기 전도,복사열,기기발열",기계적 요인,자동제어 실패,기타,기타,0,0,0,4108,산업시설,공장시설,그 밖의 공업
2024-01-02 11:51:00,경기도,광주시,"자동차,철도차량",작동기기,"기기 전도,복사열,기기발열",기타,기타,합성수지,"플라스틱, PVC, 비닐, 장판",0,0,0,275,"자동차,철도차량",자동차,버스
2024-01-02 11:51:00,서울특별시,용산구,"건축,구조물",작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,0,0,0,41,주거,공동주택,연립주택
2024-01-02 12:16:00,경상남도,함안군,임야,"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",0,0,0,100,임야,들불,들판
2024-01-02 12:18:00,경상남도,거제시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,음식물 조리중,식품,음식물,0,0,0,5,주거,공동주택,아파트
2024-01-02 12:24:00,경상남도,김해시,기타(쓰레기 화재등),"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마",기타,기타,0,0,0,90,기타,야외,기타야외
2024-01-02 12:30:00,경기도,의정부시,"건축,구조물","마찰, 전도, 복사","화염 전도,복사열",부주의,"불씨,불꽃,화원방치",합성수지,우레탄,0,0,0,2158,주거,공동주택,아파트
